Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
DOrder 3 |*| DOrder 4/dense/sin x * exp (y^2 + z)/liftSmoothSuccinctTower,2.537134857638361e-4,2.528732351414215e-4,2.5501181965270734e-4,3.6355719114734675e-6,2.625678145883865e-6,5.412316774227104e-6
"R[x,y]/(x^3 - y^2, y^3)/sparse/identity/liftSmoothSeries",1.0806726326909986e-2,1.0740608128415664e-2,1.097851296189253e-2,2.724961989825383e-4,1.0018850901831179e-4,5.300869721529276e-4
"R[x,y]/(x^3 - y^2, y^3)/sparse/identity/liftSmoothSerisAD",2.3599468446300378e-4,2.3547197114487823e-4,2.3715659622463244e-4,2.5748211707122326e-6,1.4969312972429902e-6,4.086845386223456e-6
"R[x,y]/(x^3 - y^2, y^3)/sparse/identity/liftSmoothSuccinctTower",9.497246471590539e-6,9.458893326707932e-6,9.574871618880633e-6,1.9425277915910988e-7,8.473957178963045e-8,3.759569859969082e-7
"R[x,y]/(x^3 - y^2, y^3)/sparse/exp x/liftSmoothSeries",1.640710046335336e-2,1.6245001322583368e-2,1.6750783752544365e-2,5.66266488607225e-4,1.3597008133957333e-4,9.117397290973414e-4
"R[x,y]/(x^3 - y^2, y^3)/sparse/exp x/liftSmoothSerisAD",2.3895536642148534e-4,2.3723704996665276e-4,2.460050328831323e-4,1.017354334616281e-5,2.6667186724878107e-6,2.264149749965694e-5
"R[x,y]/(x^3 - y^2, y^3)/sparse/exp x/liftSmoothSuccinctTower",9.8824423393038e-6,9.819096359642742e-6,1.001111188151875e-5,3.0802362800314504e-7,1.761235333311299e-7,4.5429630055183133e-7
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (x^2 + x)/liftSmoothSeries",4.344278860431402e-2,4.3147605243150186e-2,4.406869922816628e-2,9.145050954218456e-4,4.4252319030191567e-4,1.515672836662295e-3
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (x^2 + x)/liftSmoothSerisAD",2.4000010024794653e-4,2.3878801960376583e-4,2.4195332917136255e-4,5.37176507674578e-6,3.2259230337378833e-6,8.199566057313853e-6
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (x^2 + x)/liftSmoothSuccinctTower",1.118779619941415e-5,1.1153177976422338e-5,1.1212793143118139e-5,1.0022230121633455e-7,7.88723756732965e-8,1.2571836476026804e-7
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (y^2 + z)/liftSmoothSeries",9.028109660082421,9.015835634595,9.050405644637777,2.7776874722332923e-2,1.4988217314325564e-2,4.3431619930867554e-2
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (y^2 + z)/liftSmoothSerisAD",2.5600726439509164e-4,2.5501996571143095e-4,2.582256670877252e-4,4.958656716302935e-6,2.4518877544954398e-6,9.184761004923154e-6
"R[x,y]/(x^3 - y^2, y^3)/sparse/sin x * exp (y^2 + z)/liftSmoothSuccinctTower",2.757625306226337e-5,2.7409844145251297e-5,2.789985370494533e-5,7.179794496628463e-7,3.9006876273881084e-7,1.1878723327068485e-6
"R[x,y]/(x^3 - y^2, y^3)/x + d/identity/liftSmoothSeries",1.1333377944148888e-2,1.1252722508507153e-2,1.151754697725482e-2,3.1758793998156137e-4,1.8242389724000796e-4,5.078467342734239e-4
"R[x,y]/(x^3 - y^2, y^3)/x + d/identity/liftSmoothSerisAD",2.597594052114403e-4,2.5888700149767554e-4,2.617390687560565e-4,4.333434228564424e-6,1.5567572952352709e-6,7.045564105161234e-6
"R[x,y]/(x^3 - y^2, y^3)/x + d/identity/liftSmoothSuccinctTower",1.8671778635207367e-5,1.85830633724596e-5,1.893285329290647e-5,4.681292208566601e-7,2.0644845865414392e-7,1.0331806375359058e-6
"R[x,y]/(x^3 - y^2, y^3)/x + d/exp x/liftSmoothSeries",1.6809460852160438e-2,1.670111620821511e-2,1.705895191388884e-2,3.8015002523720035e-4,1.6289704925318406e-4,7.232085409065702e-4
"R[x,y]/(x^3 - y^2, y^3)/x + d/exp x/liftSmoothSerisAD",2.6432255019038825e-4,2.6339140019159213e-4,2.67099265860195e-4,4.681737728077468e-6,2.0550970370801617e-6,9.627403164916527e-6
"R[x,y]/(x^3 - y^2, y^3)/x + d/exp x/liftSmoothSuccinctTower",2.430032178030748e-5,2.425290228840144e-5,2.4350724561999126e-5,1.5795388174502552e-7,1.2233598969431453e-7,2.055400223081767e-7
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (x^2 + x)/liftSmoothSeries",4.4103253505258636e-2,4.3808367867466426e-2,4.466464859191087e-2,8.132608651202313e-4,3.9413125558397747e-4,1.339848356548105e-3
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (x^2 + x)/liftSmoothSerisAD",2.83728712025362e-4,2.8234067395221425e-4,2.8633608757239735e-4,6.355508193441669e-6,4.0450603058012634e-6,1.011113251987009e-5
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (x^2 + x)/liftSmoothSuccinctTower",3.149738219789326e-5,3.1461077087427854e-5,3.156597976599664e-5,1.6377329266716923e-7,1.2244756793752963e-7,2.4966485682418144e-7
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (y^2 + z)/liftSmoothSeries",9.165622434510912,9.131309048987223,9.218353046557223,6.687038315557137e-2,3.855824114258474e-2,9.964353302861846e-2
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (y^2 + z)/liftSmoothSerisAD",3.2347711783162984e-4,3.142716531531278e-4,3.56059003007236e-4,5.411015794178463e-5,9.67345651068475e-6,1.1209422241305722e-4
"R[x,y]/(x^3 - y^2, y^3)/x + d/sin x * exp (y^2 + z)/liftSmoothSuccinctTower",5.592957944312642e-5,5.54324221500357e-5,5.6616858099241845e-5,1.980675832040658e-6,1.2411942056068965e-6,2.9124317644235977e-6
"R[x,y]/(x^3 - y^2, y^3)/dense/identity/liftSmoothSeries",1.5182358904234996e-2,1.5094570617840995e-2,1.5453483032081161e-2,3.3318669420622464e-4,1.3117585388558366e-4,6.265698905813914e-4
"R[x,y]/(x^3 - y^2, y^3)/dense/identity/liftSmoothSerisAD",4.928373846762975e-4,4.910450018756799e-4,4.955244517536102e-4,7.692040817663204e-6,4.711080205673419e-6,1.1839697714358527e-5
"R[x,y]/(x^3 - y^2, y^3)/dense/identity/liftSmoothSuccinctTower",7.310413829197552e-5,7.215285360646214e-5,7.488699064281343e-5,4.5439129715405234e-6,3.1795307373086175e-6,6.869221896865734e-6
"R[x,y]/(x^3 - y^2, y^3)/dense/exp x/liftSmoothSeries",2.18519082085147e-2,2.1494546740522594e-2,2.264476184765873e-2,1.1311220530755132e-3,6.863847444975678e-4,1.856740010396471e-3
"R[x,y]/(x^3 - y^2, y^3)/dense/exp x/liftSmoothSerisAD",6.023732878611342e-4,5.938469760891429e-4,6.269802301616615e-4,4.537843340767163e-5,1.9207370016861248e-5,9.399307646787251e-5
"R[x,y]/(x^3 - y^2, y^3)/dense/exp x/liftSmoothSuccinctTower",1.576534943143528e-4,1.5593558090473762e-4,1.6150240119684444e-4,8.242749552202822e-6,4.481439977242858e-6,1.5907743290605174e-5
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (x^2 + x)/liftSmoothSeries",5.033927368376663e-2,4.9829674186064724e-2,5.1866243570011336e-2,1.5833265185185347e-3,6.923873819820631e-4,2.6905502851254995e-3
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (x^2 + x)/liftSmoothSerisAD",9.992124777610243e-4,9.838348073706845e-4,1.0410694232582405e-3,7.902856300181271e-5,3.997347788502903e-5,1.4345783365533513e-4
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (x^2 + x)/liftSmoothSuccinctTower",3.394616357270327e-4,3.3741210957132927e-4,3.444794725121273e-4,1.0282951820467437e-5,4.247118952609652e-6,2.1507242446602016e-5
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (y^2 + z)/liftSmoothSeries",9.780008800102063,9.750786040737777,9.809645465373332,5.0782922792560824e-2,3.7253048311207196e-2,6.581426397566814e-2
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (y^2 + z)/liftSmoothSerisAD",1.3778857065499266e-3,1.3511009655310829e-3,1.4773267227779741e-3,1.4445117469030416e-4,2.625490718550777e-5,3.0553329510948354e-4
"R[x,y]/(x^3 - y^2, y^3)/dense/sin x * exp (y^2 + z)/liftSmoothSuccinctTower",4.036007428581708e-4,4.0178351634258675e-4,4.0810209848583963e-4,8.501218675810197e-6,4.300060386960168e-6,1.5746914930336593e-5
